id,level,role,failedChecks,meter,barBeats,meterSuspect,timeline,songBeats,key,detectedKey,keyConfidence,keyDetermined,keyAgrees,notes,range,medianMidi,maximumStop,upperNotes,missedOpens,maxLeap,wideLeapPct,minimumAttackMs,shortestAttackBeats,longestNoteBeats,attacksPer4Beats,repeatedPitchPct,maximumHandShiftMm,measuredDifficulty,entryBeats,entrySeconds,tailBeats,maxGapBeats,liveGapBeats,fillPct,attacks,distinctPitches,pitchClasses,accidentals,accidentalsEitherMode,inKeyDetectedPct,rootPct,rootFifthPct,chordTonePct,bassDoublingPct,rootNullBestPct,rootDiscriminating,openStringPct,belowOpenGPct,stoppedBelowOpenG,extensions,declaredDifficulty,storedLineTier,difficultyMislabelled
"deftones-diamond-eyes","Beginner","roots","4","6/8","3","yes","backing","224","B♭ minor","B♭ minor","0.08","no","yes","164","F2–B2","46","10","41","0","4","0","585","0.75","1.5","2.93","59","37","Beginner","0.5","0.4","0","2.6","2.6","65","164","5","5","37","16","77","95","95","95","94","95","no","13","2","4","0","Intermediate","Intermediate",""
"deftones-diamond-eyes","Intermediate","bass","1","6/8","3","yes","backing","224","B♭ minor","B♭ minor","0.08","no","yes","181","F2–F3","46","5","0","0","9","1","389","0.5","3","3.23","27","37","Beginner","0","0","0","24.5","24.5","85","181","6","5","73","40","60","97","97","97","97","97","no","18","1","2","0","Intermediate","Intermediate",""
"deftones-diamond-eyes","Advanced","melody","1","6/8","3","yes","backing","224","B♭ minor","B♭ minor","0.08","no","yes","299","F#2–G#3","46","10","145","0","12","16","389","0.5","0.7","5.34","36","37","Intermediate","0","0","0","3.5","2.5","61","299","10","7","91","63","70","100","100","100","83","100","no","5","6","17","71","Intermediate","Intermediate",""
"deftones-diamond-eyes","Expert","melody","1","6/8","3","yes","backing","224","B♭ minor","B♭ minor","0.08","no","yes","409","F#2–G#3","46","8","58","0","12","13","194","0.25","0.7","7.3","43","37","Intermediate","0","0","0","3.5","2.5","74","409","10","7","126","63","69","100","100","100","88","100","no","9","5","20","111","Intermediate","Intermediate",""
"deftones-digital-bath","Beginner","roots","2","4/4","4","","backing","356","E minor","E minor","0.23","yes","yes","278","G2–E3","52","5","0","0","7","0","489","0.75","1.5","3.12","69","0","Beginner","0","0","0","1.5","1.5","66","278","4","4","0","0","100","88","88","92","100","92","no","13","0","0","0","Beginner","Beginner",""
"deftones-digital-bath","Intermediate","bass","0","4/4","4","","backing","356","E minor","E minor","0.23","yes","yes","164","C2–B2","38","4","0","0","9","1","652","1","8","1.84","16","0","Beginner","0","0","0","0.8","0.8","96","164","6","6","0","0","100","95","95","97","100","96","no","40","98","95","0","Beginner","Beginner",""
"deftones-digital-bath","Advanced","melody","0","4/4","4","","backing","356","E minor","E minor","0.23","yes","yes","253","C2–A#3","43","6","0","0","12","6","326","0.5","8","2.84","51","37","Beginner","0","0","0","8","8","93","253","13","8","6","6","98","58","71","98","47","60","yes","42","40","86","8","Beginner","Beginner",""
"deftones-digital-bath","Expert","melody","0","4/4","4","","backing","356","E minor","E minor","0.23","yes","yes","283","C2–A#3","43","6","0","0","12","6","163","0.25","8","3.18","44","37","Beginner","0","0","0","8","8","95","283","14","9","6","6","98","56","73","99","51","58","yes","41","37","86","8","Beginner","Beginner",""
"deftones-feiticeira","Beginner","roots","4","4/4","4","","backing","234","B major","B major","0.23","yes","yes","208","G2–E3","47","8","87","0","5","0","705","0.92","1","3.56","86","37","Beginner","0","0","0","1.5","1.5","68","208","5","5","46","42","78","99","99","100","98","100","no","2","0","0","0","Intermediate","Advanced","Intermediate→Advanced"
"deftones-feiticeira","Intermediate","bass","1","4/4","4","","backing","234","B major","B major","0.23","yes","yes","272","E2–C4","47","9","209","0","8","1","384","0.5","4","4.65","68","37","Beginner","0","0","0","0.5","0.5","89","272","9","7","53","48","81","99","99","99","98","99","no","0","5","13","0","Intermediate","Advanced","Intermediate→Advanced"
"deftones-feiticeira","Advanced","melody","1","4/4","4","","backing","234","B major","B major","0.23","yes","yes","364","C2–C4","47","8","94","0","12","26","384","0.5","4","6.22","62","37","Beginner","0","0","0","1.5","1.5","53","364","10","5","65","49","82","67","85","98","65","68","yes","8","16","41","2","Intermediate","Advanced","Intermediate→Advanced"
"deftones-feiticeira","Expert","melody","1","4/4","4","","backing","234","B major","B major","0.23","yes","yes","802","C2–C4","47","8","201","0","12","8","96","0.12","4","13.71","69","37","Advanced","0","0","0","0.8","0.8","98","802","11","6","202","126","75","71","86","98","69","72","yes","10","8","41","12","Intermediate","Advanced","Intermediate→Advanced"
"deftones-mascara","Beginner","roots","3","4/4","4","","backing","293.6","F major","F major","0","no","yes","235","G#2–C#4","53","4","0","0","9","7","536","0.75","1.5","3.2","73","37","Beginner","0","0","0","6.4","6.4","66","235","6","6","86","9","63","84","87","91","88","84","yes","22","0","0","0","Beginner","Intermediate","Beginner→Intermediate"
"deftones-mascara","Intermediate","bass","0","4/4","4","","backing","293.6","F major","F major","0","no","yes","210","C#2–F#3","41","5","0","0","9","4","357","0.5","4.4","2.86","28","37","Beginner","0","0","0","0","0","99","210","8","8","91","13","57","77","80","85","94","77","yes","4","62","131","0","Beginner","Intermediate","Beginner→Intermediate"
"deftones-mascara","Advanced","melody","1","4/4","4","","backing","293.6","F major","F major","0","no","yes","317","C#2–A3","49","9","67","0","12","6","357","0.5","5","4.32","39","37","Intermediate","0","0","0","4","4","97","317","15","9","117","23","63","99","99","99","90","99","no","25","27","86","62","Beginner","Intermediate","Beginner→Intermediate"
"deftones-mascara","Expert","melody","1","4/4","4","","backing","293.6","F major","F major","0","no","yes","328","C#2–A3","45","9","75","0","12","6","44","0.06","5","4.47","38","37","Intermediate","0","0","0","3.9","3.9","98","328","15","9","125","23","62","97","97","99","88","97","no","24","26","86","64","Beginner","Intermediate","Beginner→Intermediate"
"deftones-minerva","Beginner","roots","6","4/4","4","","backing","535.5","D♭ major","D♭ major","0.29","yes","yes","339","G#2–C#4","61","8","18","0","9","1","487","1","1.5","2.53","79","37","Beginner","0","0","-0.5","16","16","55","339","6","5","16","0","95","68","70","74","79","81","no","0","0","0","0","Intermediate","Advanced","Intermediate→Advanced"
"deftones-minerva","Intermediate","bass","1","4/4","4","","backing","535.5","D♭ major","D♭ major","0.29","yes","yes","145","C#2–F#3","37","5","0","0","7","0","487","1","8","1.08","67","37","Beginner","0","0","63.5","16.5","16.5","50","145","7","6","2","0","99","63","74","79","92","79","no","0","68","99","0","Intermediate","Advanced","Intermediate→Advanced"
"deftones-minerva","Advanced","melody","1","4/4","4","","backing","535.5","D♭ major","D♭ major","0.29","yes","yes","336","C#2–F#3","42","8","67","0","12","10","487","1","8","2.51","61","37","Intermediate","32","15.6","63.5","24","24","43","336","10","7","33","3","90","59","62","71","85","75","no","0","51","171","148","Intermediate","Advanced","Intermediate→Advanced"
"deftones-minerva","Expert","melody","1","4/4","4","","backing","535.5","D♭ major","D♭ major","0.29","yes","yes","623","C#2–F#3","42","8","98","0","12","8","243","0.5","8","4.65","67","37","Advanced","32","15.6","63.5","24","24","70","623","10","7","91","32","85","54","59","67","82","70","no","5","51","315","178","Intermediate","Advanced","Intermediate→Advanced"
"deftones-my-own-summer-shove-it-2","Beginner","roots","3","4/4","4","","backing","252","C♯ minor","C♯ minor","0.15","no","yes","180","F3–C#4","57","4","0","0","8","19","729","0.87","1","2.86","42","0","Beginner","0.2","0.2","0","2","2","58","180","4","4","19","0","89","96","96","96","86","99","no","36","0","0","0","Advanced","Advanced",""
"deftones-my-own-summer-shove-it-2","Intermediate","bass","1","4/4","4","","backing","252","C♯ minor","C♯ minor","0.15","no","yes","197","C2–C#4","54","5","0","0","9","21","416","0.5","2","3.13","29","37","Beginner","0","0","0.8","39.5","39.5","56","197","9","6","24","0","88","94","95","100","92","94","yes","14","19","33","0","Advanced","Advanced",""
"deftones-my-own-summer-shove-it-2","Advanced","melody","1","4/4","4","","backing","252","C♯ minor","C♯ minor","0.15","no","yes","342","C#2–E3","48","9","192","0","12","23","416","0.5","1","5.43","32","37","Advanced","0","0","0.8","44","40","40","342","7","6","35","0","90","23","79","79","20","56","yes","0","14","48","142","Advanced","Advanced",""
"deftones-my-own-summer-shove-it-2","Expert","melody","1","4/4","4","","backing","252","C♯ minor","C♯ minor","0.15","no","yes","739","C#2–E3","48","9","447","0","12","28","208","0.25","1","11.73","26","37","Advanced","0","0","0","44","40","80","739","8","7","65","0","91","27","79","81","22","52","yes","0","14","106","246","Advanced","Advanced",""
"deftones-my-own-summer-shove-it","Beginner","roots","2","4/4","4","","backing","226","G minor","G minor","0.03","no","yes","92","A#2–C#4","55","5","0","0","9","3","447","1","1.5","1.63","48","0","Beginner","0","0","6","5","5","43","92","6","6","32","20","65","70","86","86","66","70","yes","17","0","0","0","Advanced","Advanced",""
"deftones-my-own-summer-shove-it","Intermediate","bass","0","4/4","4","","backing","226","G minor","G minor","0.03","no","yes","153","C#2–C#4","45","4","0","0","9","11","447","1","7.5","2.71","25","37","Beginner","0","0","0","1","1","66","153","10","8","90","10","41","51","53","53","97","51","yes","8","35","53","0","Advanced","Advanced",""
"deftones-my-own-summer-shove-it","Advanced","melody","0","4/4","4","","backing","226","G minor","G minor","0.03","no","yes","185","D2–A#3","50","6","0","0","12","22","447","1","1.5","3.27","26","37","Beginner","0","0","5.5","1.5","1.5","48","185","11","7","22","10","88","88","88","88","40","95","no","41","13","24","35","Advanced","Advanced",""
"deftones-my-own-summer-shove-it","Expert","melody","0","4/4","4","","backing","226","G minor","G minor","0.03","no","yes","376","D2–A#3","50","6","0","0","12","29","223","0.5","1.5","6.65","14","37","Advanced","0","0","5.5","1","1","90","376","11","7","41","24","89","88","88","88","49","95","no","30","14","51","60","Advanced","Advanced",""
"deftones-passenger","Beginner","roots","3","4/4","4","","backing","682.3","E minor","E minor","0.27","yes","yes","568","G2–F3","52","4","0","0","9","5","421","0.87","1.3","3.33","78","37","Beginner","0","0","0","6","2.6","66","568","6","6","103","87","82","77","82","90","97","80","yes","26","0","0","0","Beginner","Beginner",""
"deftones-passenger","Intermediate","bass","0","4/4","4","","backing","682.3","E minor","E minor","0.27","yes","yes","321","D2–G3","43","5","0","0","9","4","483","1","16.8","1.88","50","0","Beginner","0","0","0","6","2","91","321","10","7","68","45","79","81","82","92","95","82","yes","12","49","157","0","Beginner","Beginner",""
"deftones-passenger","Advanced","melody","0","4/4","4","","backing","682.3","E minor","E minor","0.27","yes","yes","406","D2–E3","40","5","0","0","12","12","254","0.52","16.8","2.38","48","0","Beginner","64","31","42","4.2","4.2","70","406","6","5","71","40","83","82","85","91","98","84","yes","13","75","306","0","Beginner","Beginner",""
"deftones-passenger","Expert","melody","0","4/4","4","","backing","682.3","E minor","E minor","0.27","yes","yes","550","D2–F3","40","5","0","0","12","18","121","0.25","16.8","3.22","44","0","Beginner","64","31","42","4.2","4.2","80","550","7","5","81","50","85","87","89","94","98","88","yes","12","75","412","0","Beginner","Beginner",""
"deftones-rx-queen","Beginner","roots","3","4/4","4","","backing","561","C minor","C minor","0.04","no","yes","471","D3–A#3","51","8","242","0","7","0","428","1","1.1","3.36","87","37","Beginner","1","0.4","0","28","1.5","64","471","5","5","29","0","94","100","100","100","100","100","no","28","0","0","0","Beginner","Beginner",""
"deftones-rx-queen","Intermediate","bass","0","4/4","4","","backing","561","C minor","C minor","0.04","no","yes","175","C2–A#3","39","5","0","0","7","0","428","1","9","1.25","36","37","Beginner","0","0","0","28","0","94","175","8","6","20","0","89","100","100","100","100","100","no","22","85","113","0","Beginner","Beginner",""
"deftones-rx-queen","Advanced","melody","1","4/4","4","","backing","561","C minor","C minor","0.04","no","yes","236","C2–C4","51","8","65","0","12","14","428","1","9","1.68","60","37","Beginner","0","0","0","41","10","59","236","10","5","63","0","73","61","100","100","55","61","yes","26","23","39","4","Beginner","Beginner",""
"deftones-rx-queen","Expert","melody","1","4/4","4","","backing","561","C minor","C minor","0.04","no","yes","322","C2–C4","51","8","127","0","12","11","214","0.5","9","2.3","71","37","Beginner","0","0","0","41","10","67","322","10","5","72","0","78","64","100","100","60","64","yes","22","17","39","4","Beginner","Beginner",""
"escape-the-fate-the-flood","Beginner","roots","1","4/4","4","","backing","648","G minor","G minor","0.23","yes","yes","291","G2–D#3","46","5","0","0","8","2","552","1.75","2","1.8","72","37","Beginner","0","0","3","6","4","70","291","6","6","0","0","100","89","89","89","95","89","no","47","0","0","0","Advanced","Advanced",""
"escape-the-fate-the-flood","Intermediate","bass","0","4/4","4","","backing","648","G minor","G minor","0.23","yes","yes","148","C2–A#3","43","5","0","0","9","10","631","2","8","0.91","31","37","Beginner","0","0","0","4","3","86","148","15","9","6","2","96","91","94","94","96","91","yes","40","33","39","0","Advanced","Advanced",""
"escape-the-fate-the-flood","Advanced","melody","0","4/4","4","","backing","648","G minor","G minor","0.23","yes","yes","509","C2–D4","48","6","0","0","12","10","276","0.87","4","3.14","57","37","Intermediate","0","0","0.5","24.5","24.5","44","509","17","10","45","5","91","38","89","97","33","52","yes","31","1","0","37","Advanced","Advanced",""
"escape-the-fate-the-flood","Expert","melody","0","4/4","4","","backing","648","G minor","G minor","0.23","yes","yes","961","C2–D4","46","6","0","0","12","5","39","0.12","4","5.93","73","37","Advanced","0","0","0.5","24.5","24.5","75","961","20","12","79","10","92","37","90","97","31","54","yes","38","1","0","57","Advanced","Advanced",""
"evanescence-bring-me-to-life","Beginner","roots","1","4/4","4","","backing","212.5","E minor","E minor","0.32","yes","yes","149","G2–E3","52","5","0","0","9","14","491","0.9","1.5","2.8","55","0","Beginner","0","0","0","2","2","65","149","6","6","0","0","100","75","83","94","79","79","yes","29","0","0","0","Intermediate","Intermediate",""
"evanescence-bring-me-to-life","Intermediate","bass","0","4/4","4","","backing","212.5","E minor","E minor","0.32","yes","yes","193","E2–D4","52","5","0","0","9","4","408","0.75","2.8","3.63","26","0","Beginner","0","0","0.2","1.5","1.5","66","193","13","7","0","0","100","83","95","99","92","83","yes","20","16","30","0","Intermediate","Intermediate",""
"evanescence-bring-me-to-life","Advanced","melody","0","4/4","4","","backing","212.5","E minor","E minor","0.32","yes","yes","337","E2–D4","55","5","0","0","12","14","272","0.5","2","6.34","7","0","Intermediate","0","0","0","2","1","82","337","12","7","0","0","100","86","90","97","62","86","yes","18","5","16","0","Intermediate","Intermediate",""
"evanescence-bring-me-to-life","Expert","melody","0","4/4","4","","backing","212.5","E minor","E minor","0.32","yes","yes","355","E2–D4","55","5","0","0","12","14","136","0.25","2","6.68","6","0","Intermediate","0","0","0","2","1","85","355","13","7","0","0","100","84","90","97","61","84","yes","20","5","16","0","Intermediate","Intermediate",""
"evanescence-my-immortal","Beginner","roots","3","4/4","4","","backing","348.8","C♯ minor","C♯ minor","0.1","no","yes","214","C#2–A2","40","4","0","0","8","8","523","0.68","1.5","2.45","55","37","Beginner","0","0","0","5.4","5.4","50","214","5","5","24","24","89","82","86","96","86","86","yes","0","71","151","0","Intermediate","Intermediate",""
"evanescence-my-immortal","Intermediate","bass","1","4/4","4","","backing","348.8","C♯ minor","C♯ minor","0.1","no","yes","416","C#2–D4","44","5","0","0","9","6","343","0.45","5.5","4.77","23","37","Beginner","0","0","0","8.7","8.7","77","416","14","8","37","37","91","82","88","100","99","82","yes","8","38","159","0","Intermediate","Intermediate",""
"evanescence-my-immortal","Advanced","melody","1","4/4","4","","backing","348.8","C♯ minor","C♯ minor","0.1","no","yes","374","C#2–D4","49","8","39","0","12","11","357","0.46","5.5","4.29","24","37","Intermediate","0","0","0","1.7","1.7","68","374","17","8","32","32","91","78","85","99","92","78","yes","12","16","61","119","Intermediate","Intermediate",""
"evanescence-my-immortal","Expert","melody","1","4/4","4","","backing","348.8","C♯ minor","C♯ minor","0.1","no","yes","488","C#2–D4","49","8","49","0","12","15","96","0.12","5.5","5.6","20","37","Intermediate","0","0","0","1.7","1.7","76","488","17","8","36","36","93","72","80","98","93","73","yes","13","20","100","153","Intermediate","Intermediate",""
"faith-no-more-epic","Beginner","roots","1","4/4","4","","backing","649.7","E minor","E minor","0.31","yes","yes","554","G2–F#3","52","5","0","0","9","1","425","0.85","1.4","3.41","90","0","Beginner","0","0","0","1.4","1.4","68","554","6","6","0","0","100","72","74","92","61","73","yes","5","0","0","0","Beginner","Beginner",""
"faith-no-more-epic","Intermediate","bass","0","4/4","4","","backing","649.7","E minor","E minor","0.31","yes","yes","366","C2–F#3","40","5","0","0","9","2","334","0.67","2.6","2.25","55","0","Beginner","0","0","0","1.1","1.1","89","366","9","6","0","0","100","61","63","82","52","62","yes","11","52","178","0","Beginner","Beginner",""
"faith-no-more-epic","Advanced","melody","1","4/4","4","","backing","649.7","E minor","E minor","0.31","yes","yes","160","C2–C4","45","6","4","0","11","11","271","0.54","10.9","0.99","18","0","Beginner","0.2","0.1","68.4","43.7","43.7","58","160","15","8","5","5","97","68","71","81","51","78","no","26","31","49","5","Beginner","Beginner",""
"faith-no-more-epic","Expert","melody","1","4/4","4","","backing","649.7","E minor","E minor","0.31","yes","yes","174","C2–C4","45","6","4","0","12","9","21","0.04","10.9","1.07","21","0","Beginner","0.2","0.1","68.4","43.7","43.7","59","174","15","8","6","6","97","67","71","80","51","77","no","25","32","55","5","Beginner","Beginner",""
"florence-the-machine-stand-by-me","Beginner","roots","1","4/4","4","","backing","457.4","G major","G major","0.18","no","yes","424","G2–A3","48","5","0","0","9","4","620","0.88","1.4","3.71","75","0","Beginner","0","0","0","2","2","73","424","6","6","0","0","100","91","91","92","91","92","no","58","0","0","0","Beginner","Beginner",""
"florence-the-machine-stand-by-me","Intermediate","bass","0","4/4","4","","backing","457.4","G major","G major","0.18","no","yes","157","G2–G3","50","5","0","0","7","0","353","0.5","8.4","1.37","22","0","Beginner","0","0","0","0.1","0.1","100","157","9","8","7","0","96","85","86","92","90","85","yes","33","0","0","0","Beginner","Beginner",""
"florence-the-machine-stand-by-me","Advanced","melody","0","4/4","4","","backing","457.4","G major","G major","0.18","no","yes","95","D2–A3","50","5","0","0","12","15","351","0.5","8.1","0.83","1","0","Beginner","32","22.6","0.3","36","36","72","95","12","8","7","0","93","74","79","91","44","74","yes","35","6","6","0","Beginner","Beginner",""
"florence-the-machine-stand-by-me","Expert","melody","0","4/4","4","","backing","457.4","G major","G major","0.18","no","yes","95","D2–A3","50","5","0","0","12","15","351","0.5","8.1","0.83","1","0","Beginner","32","22.6","0.3","36","36","72","95","12","8","7","0","93","74","79","91","44","74","yes","35","6","6","0","Beginner","Beginner",""
"foo-fighters-all-my-life","Beginner","roots","1","4/4","4","","backing","665","G minor","G minor","0.07","no","yes","277","C2–D#3","43","5","0","0","8","3","779","2","2","1.67","82","37","Beginner","0","0","0","4.5","4.5","62","277","5","5","0","0","100","98","98","98","96","100","no","83","12","12","0","Intermediate","Intermediate",""
"foo-fighters-all-my-life","Intermediate","bass","0","4/4","4","","backing","665","G minor","G minor","0.07","no","yes","272","C#2–D#3","43","5","0","0","8","3","389","1","8","1.64","67","37","Beginner","0","0","0","0.5","0.5","93","272","6","6","14","14","95","99","99","99","99","100","no","81","7","20","0","Intermediate","Intermediate",""
"foo-fighters-all-my-life","Advanced","melody","0","4/4","4","","backing","665","G minor","G minor","0.07","no","yes","381","D2–A#3","46","6","0","0","12","1","389","1","4","2.29","53","37","Beginner","80","31.2","0","17","17","37","381","13","9","46","15","88","74","81","91","61","75","yes","43","9","33","64","Intermediate","Intermediate",""
"foo-fighters-all-my-life","Expert","melody","0","4/4","4","","backing","665","G minor","G minor","0.07","no","yes","673","D2–A#3","43","6","0","0","12","1","194","0.5","4","4.05","57","37","Intermediate","80","31.2","0","17","17","59","673","12","9","70","31","90","80","86","93","70","81","yes","51","7","47","109","Intermediate","Intermediate",""
"foo-fighters-best-of-you","Beginner","roots","3","4/4","4","","backing","525.5","E major","E major","0.22","yes","yes","435","D#3–C#4","57","4","0","0","9","6","420","0.88","1.5","3.31","69","37","Beginner","0","0","0","5.2","5.2","69","435","6","6","0","0","100","78","79","83","84","90","no","25","0","0","0","Intermediate","Intermediate",""
"foo-fighters-best-of-you","Intermediate","bass","0","4/4","4","","backing","525.5","E major","E major","0.22","yes","yes","247","C#2–C#4","54","4","0","0","9","10","343","0.71","7.6","1.88","33","37","Beginner","0","0","4.8","1.4","1.4","94","247","10","6","0","0","100","60","62","69","82","78","no","16","3","7","0","Intermediate","Intermediate",""
"foo-fighters-best-of-you","Advanced","melody","1","4/4","4","","backing","525.5","E major","E major","0.22","yes","yes","254","C2–B2","44","8","123","0","10","5","343","0.71","3.8","1.93","57","37","Beginner","0","0","30.3","32","32","34","254","7","7","1","0","100","18","31","60","8","30","yes","0","45","113","86","Intermediate","Intermediate",""
"foo-fighters-best-of-you","Expert","melody","1","4/4","4","","backing","525.5","E major","E major","0.22","yes","yes","418","C2–B2","44","8","230","0","10","3","114","0.24","3.8","3.18","71","37","Intermediate","0","0","30.3","32","32","49","418","7","7","1","0","100","16","32","62","7","34","no","0","37","155","112","Intermediate","Intermediate",""
"foo-fighters-everlong","Beginner","roots","1","4/4","4","","backing","632","B minor","B minor","0.04","no","yes","310","G2–F#3","47","4","0","0","7","0","664","1.75","2","1.96","69","0","Beginner","0","0","0","3","3","78","310","5","5","0","0","100","91","91","92","100","97","no","57","0","0","0","Advanced","Advanced",""
"foo-fighters-everlong","Intermediate","bass","0","4/4","4","","backing","632","B minor","B minor","0.04","no","yes","122","D2–D4","47","5","0","0","9","29","379","1","20","0.77","13","0","Beginner","0","0","0","1.5","1.5","99","122","11","7","0","0","100","89","92","94","98","92","no","26","22","27","0","Advanced","Advanced",""
"foo-fighters-everlong","Advanced","melody","1","4/4","4","","backing","632","B minor","B minor","0.04","no","yes","562","D2–D4","49","6","26","0","12","15","379","1","1","3.56","43","0","Intermediate","0","0","4","1.5","1.5","49","562","14","7","0","0","100","52","74","77","45","53","yes","15","7","39","128","Advanced","Advanced",""
"foo-fighters-everlong","Expert","melody","0","4/4","4","","backing","632","B minor","B minor","0.04","no","yes","1035","D2–D4","49","6","0","0","12","19","189","0.5","1","6.55","44","0","Advanced","0","0","4","1","1","87","1035","14","7","0","0","100","59","78","81","54","61","yes","17","9","93","177","Advanced","Advanced",""
"foo-fighters-learn-to-fly","Beginner","roots","3","1/4","1","yes","backing","525","B minor","B minor","0.02","no","yes","322","E3–C#4","57","5","0","0","9","5","427","0.97","1.9","2.45","62","0","Beginner","1","0.4","0","4.5","4.5","62","322","6","6","0","0","100","79","86","88","98","88","no","7","0","0","0","Intermediate","Intermediate",""
"foo-fighters-learn-to-fly","Intermediate","bass","1","1/4","1","yes","backing","525","B minor","B minor","0.02","no","yes","244","E2–C#4","52","5","0","0","9","8","440","1","8","1.86","36","37","Beginner","0","0","0","17.5","17.5","79","244","12","8","9","0","96","69","78","86","100","81","no","7","5","13","0","Intermediate","Intermediate",""
"foo-fighters-learn-to-fly","Advanced","melody","1","1/4","1","yes","backing","525","B minor","B minor","0.02","no","yes","273","D2–F#3","49","9","89","0","11","1","276","0.63","2","2.08","22","37","Intermediate","32.9","14.5","0","34","34","40","273","12","9","50","0","82","24","48","68","11","37","yes","2","10","26","76","Intermediate","Intermediate",""
"foo-fighters-learn-to-fly","Expert","melody","1","1/4","1","yes","backing","525","B minor","B minor","0.02","no","yes","358","D2–F#3","49","9","125","0","11","1","55","0.12","2","2.73","21","37","Intermediate","32.9","14.5","0","34","34","47","358","12","9","71","0","80","23","46","69","11","37","yes","3","10","36","99","Intermediate","Intermediate",""
"foo-fighters-monkey-wrench","Beginner","roots","3","4/4","4","","backing","669","B major","B major","0.01","no","yes","186","G2–E3","48","5","0","0","9","12","517","1.5","2.5","1.11","46","37","Beginner","1","0.3","0","6","6","50","186","6","6","15","9","92","93","97","98","96","93","yes","3","0","0","0","Beginner","Intermediate","Beginner→Intermediate"
"foo-fighters-monkey-wrench","Intermediate","bass","0","4/4","4","","backing","669","B major","B major","0.01","no","yes","494","G#2–C4","52","5","0","0","8","5","344","1","4","2.95","61","37","Beginner","0","0","0","1.5","1.5","81","494","10","8","40","24","92","89","92","95","96","90","yes","0","0","0","0","Beginner","Intermediate","Beginner→Intermediate"
"foo-fighters-monkey-wrench","Advanced","melody","1","4/4","4","","backing","669","B major","B major","0.01","no","yes","235","F#2–B3","51","9","91","0","10","1","344","1","4","1.41","33","37","Beginner","38","13.1","16","41","40","33","235","13","10","6","0","97","30","46","82","11","40","yes","1","0","1","65","Beginner","Intermediate","Beginner→Intermediate"
"foo-fighters-monkey-wrench","Expert","melody","1","4/4","4","","backing","669","B major","B major","0.01","no","yes","296","F#2–B3","51","9","113","0","10","1","172","0.5","4","1.77","42","37","Intermediate","38","13.1","16","41","40","38","296","13","10","8","0","97","30","43","84","14","39","yes","2","0","1","66","Beginner","Intermediate","Beginner→Intermediate"
"foo-fighters-my-hero","Beginner","roots","3","4/4","4","","backing","568","E major","E major","0.25","yes","yes","273","G#2–C#4","52","4","0","0","9","21","545","1.5","3","1.92","69","37","Beginner","0","0","0","4","4","77","273","6","6","0","0","100","68","71","74","94","76","no","22","0","0","0","Intermediate","Advanced","Intermediate→Advanced"
"foo-fighters-my-hero","Intermediate","bass","1","4/4","4","","backing","568","E major","E major","0.25","yes","yes","115","C#2–C#4","40","8","3","0","9","13","363","1","16","0.81","11","37","Beginner","0","0","0","4","0.5","98","115","10","7","0","0","100","91","95","95","94","93","yes","0","55","63","0","Intermediate","Advanced","Intermediate→Advanced"
"foo-fighters-my-hero","Advanced","melody","1","4/4","4","","backing","568","E major","E major","0.25","yes","yes","297","C#2–F#3","51","6","5","0","12","15","363","1","4","2.09","30","37","Intermediate","30.5","11.1","0","28","28","35","297","11","7","0","0","100","67","99","100","22","67","yes","0","15","45","98","Intermediate","Advanced","Intermediate→Advanced"
"foo-fighters-my-hero","Expert","melody","0","4/4","4","","backing","568","E major","E major","0.25","yes","yes","543","C#2–F#3","51","6","0","0","12","9","181","0.5","4","3.82","57","37","Advanced","30.5","11.1","0","28","28","57","543","11","7","0","0","100","67","96","99","22","67","yes","0","17","95","163","Intermediate","Advanced","Intermediate→Advanced"
"game-of-thrones-main-theme-violins-and-cello","Beginner","roots","1","6/8","3","yes","backing","132","C minor","C minor","0.26","yes","yes","103","A#2–G3","50","5","0","0","9","1","529","0.75","1.5","3.12","51","37","Beginner","0","0","0","3","3","75","103","6","6","0","0","100","75","86","98","100","75","yes","16","0","0","0","Intermediate","Advanced","Intermediate→Advanced"
"game-of-thrones-main-theme-violins-and-cello","Intermediate","bass","0","6/8","3","yes","backing","132","C minor","C minor","0.26","yes","yes","97","C2–G3","43","5","0","0","9","5","352","0.5","7.5","2.94","11","37","Beginner","0","0","0","0.5","0.5","95","97","12","7","0","0","100","66","78","95","100","66","yes","36","39","24","0","Intermediate","Advanced","Intermediate→Advanced"
"game-of-thrones-main-theme-violins-and-cello","Advanced","melody","0","6/8","3","yes","backing","132","C minor","C minor","0.26","yes","yes","191","G2–D4","50","6","0","0","12","5","352","0.5","3","5.79","17","37","Intermediate","0","0","0","3","3","74","191","13","8","3","0","98","62","73","93","42","64","yes","13","0","0","53","Intermediate","Advanced","Intermediate→Advanced"
"game-of-thrones-main-theme-violins-and-cello","Expert","melody","0","6/8","3","yes","backing","132","C minor","C minor","0.26","yes","yes","258","G2–D4","51","6","0","0","11","5","176","0.25","3","7.82","12","37","Advanced","0","0","0","3","3","90","258","13","8","4","0","98","57","68","86","39","61","yes","11","0","0","69","Intermediate","Advanced","Intermediate→Advanced"
"gorillaz-feel-good-inc","Beginner","roots","2","4/4","4","","backing","192","D♯ minor","D♯ minor","0.22","yes","yes","132","G#2–F#3","51","10","97","0","8","1","461","1","1.5","2.75","60","37","Beginner","0","0","0","2","2","61","132","5","5","0","0","100","67","82","85","64","74","yes","0","0","0","0","Advanced","Advanced",""
